speaker,gender,filepath,emotion,intensity,cue_t_type,offset_start,offset_end,transcription
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Connor_DisdainSecondary98_1.wav,DisdainSecondary98,medium,,0.38,2.64,That's just awful. I can't stand it.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Connor_JealouslySecondary_2.wav,JealouslySecondary,medium,,0.39,3.13,"It's not fair, they always seem to get everything handed to them."
Jayson,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Jayson_Shame(SadnessRegret)_1.wav,Shame(SadnessRegret),medium,,0.55,4.45,I can't stop thinking about what I did. It's humiliating.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Connor_Sprezzatura_2.wav,Sprezzatura,medium,,0.34,4.1,With a calm smile he handled the impossible as though it were nothing.
Jayson,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Jayson_AngerPrimary_1.wav,AngerPrimary,medium,,0.54,3.6,I can't believe you did that. What were you thinking?
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Connor_Limerence143_1.wav,Limerence143,medium,,0.34,4.19,Every thought circles back to you. You've become the center of my world.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Connor_Sehnsucht142_1.wav,Sehnsucht142,medium,,0.63,5.53,There's a dream I chase when there feels just out of reach.
Jayson,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Jayson_Monachopsis_1.wav,Monachopsis,medium,,0.51,5.11,"No matter how hard I try, there's always a sense that I don't quite belong here."
Jayson,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Jayson_Optimism(HopefulnessAnticipation)_1.wav,Optimism(HopefulnessAnticipation),medium,,0.74,5.32,I really believe everything is going to work out. It feels like a fresh start.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Connor_AnticipationSecondary74_1.wav,AnticipationSecondary74,medium,,0.51,3.72,I'm really looking forward to it. I have a good feeling about this.
Edward,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Edward_JoyPrimary_3.wav,JoyPrimary,medium,,0.21,4.06,Wow! This is such great news. I can't even stop smiling.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Connor_Depaysement_2.wav,Depaysement,medium,,0.71,9.62,"The streets are unfamiliar. The language strange, but there's something exhilarating about being so far from home."
Jayson,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Jayson_AweofHumanProgress_1.wav,AweofHumanProgress,medium,,0.26,7.77,"Seeing what we've built, what we've achieved, it fills me with a sense of awe that's hard to put into words."
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Connor_Mauerbauertaurigkeit118_1.wav,Mauerbauertaurigkeit118,medium,,0.55,6.6,"I wanted to be alone, not because I didn't care, but because I was afraid they'd see the chaos inside me."
Jayson,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Jayson_VirtualImmersion_1.wav,VirtualImmersion,medium,,0.19,7.46,"Stepping into this virtual world feels surreal, as if I'm touching the future with every movement."
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Connor_ReliefSecondary#19_1.wav,ReliefSecondary#19,medium,,0.58,3.54,"When a huge weight off my shoulders, I can breathe again."
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Connor_SuprisePrimary68_1.wav,SuprisePrimary68,medium,,0.56,3.15,"Wow, I can't believe it. This is such a surprise."
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Connor_Natsukashii161_1.wav,Natsukashii161,medium,,0.45,5.58,I still remember those carefree summer afternoons walking by the lake with you.
Jayson,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Jayson_Disappointment(SadnessRegret)_1.wav,Disappointment(SadnessRegret),medium,,0.56,5.91,I feel let down. I really thought it would work out differently.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Connor_LonelinessSecondary72_2.wav,LonelinessSecondary72,medium,,0.66,4.95,It's hard to feel this alone. I wish someone could understand.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Connor_AnxietySecondary51_1.wav,AnxietySecondary51,medium,,0.46,4.05,"My heart is racing and I can't focus, it's hard to stay calm."
Edward,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Edward_ReliefSecondary_3.wav,ReliefSecondary,medium,,0.04,6.2,"I was so worried, but everything they're not fine. What a relief."
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Connor_EnvySecondary_2.wav,EnvySecondary,medium,,0.65,3.19,Why can't I have those opportunities too? It's not fair.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Connor_ContemptSecondary_2.wav,ContemptSecondary,medium,,0.29,4.04,They're completely incompetent. I can't believe they're in charge.
Jayson,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Jayson_Yugen151_1.wav,Yugen151,medium,,1.86,9.53,The sight of the moon reflected on the ocean feels me with an indescribable wonder.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Connor_Sisu_2.wav,Sisu,medium,,0.53,4.42,"Even when the odds were against me, I found the strength to keep going."
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Connor_Ijirashii_2.wav,Ijirashii,medium,,0.49,5.05,Watching her fight through adversity with such grace brings tears to my eyes.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Connor_JealouslySecondary_1.wav,JealouslySecondary,medium,,0.92,3.96,"It's not fair that they always give the attention, what about me?"
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Connor_HappinesSecondary_1.wav,HappinesSecondary,medium,,0.58,4.35,"I was so worried, but everything turned out fine. What a relief."
Jayson,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Jayson_FearofObsolescence_1.wav,FearofObsolescence,medium,,0.34,8.26,I can't help but wonder if there's still a place for me when machines seem to be doing it all better. Faster!
Jayson,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Jayson_ExcitementSecondary_1.wav,ExcitementSecondary,medium,,0.37,3.65,This is gonna be amazing. I can't wait!
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Connor_Natsukashii_1.wav,Natsukashii,medium,,0.63,5.44,The scent of the ocean brings me back to those carefree summer days we spent together.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Connor_Saudade162_2.wav,Saudade162,medium,,0.49,5.1,I wonder if I'll ever feel that way again. Like everything was perfect just for a moment.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Connor_Sprezzatura_1.wav,Sprezzatura,medium,,0.26,4.07,"With a calm smile, he handled the impossible as though it were nothing."
Jayson,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Jayson_Natsukashii145_1.wav,Natsukashii145,medium,,0.75,6.04,This place brings back memories of laughter and love from a time gone by.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Connor_LovePrimary_1.wav,LovePrimary,medium,,0.71,4.07,You have my heart. I'm so lucky to have you in my life.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Connor_SuspicionSecondary_1.wav,SuspicionSecondary,medium,,0.42,3.14,I don't trust this. It just doesn't add up.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Connor_DeterminationSecondary61_2.wav,DeterminationSecondary61,medium,,0.55,4.76,"No matter how hard it gets, I won't give up. I'm committed to succeeding."
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Connor_Sillage_1.wav,Sillage,medium,,0.8,6.02,"Even after you've gone, the memory of your presence still fills the air."
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Connor_NostalgiaSecondary79_2.wav,NostalgiaSecondary79,medium,,0.43,4.7,"Thinking about the past brings back so many good memories, I wish I could relive them."
Jayson,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Jayson_EmpowermentThroughInnovation_1.wav,EmpowermentThroughInnovation,medium,,0.24,7.79,"With this technology, I feel unstoppable. As if I can accomplish things I only dreamed of before."
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Connor_AnticipationSecondary_1.wav,AnticipationSecondary,medium,,0.44,3.46,I'm counting down the days. I'm so ready for this to happen.
Edward,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Edward_JoyPrimary_1.wav,JoyPrimary,medium,,0.1,4.43,"Wow, this is such great news. I can't even stop smiling."
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Connor_Amae157_1.wav,Amae157,medium,,0.66,3.54,Being with you feels like I can let my guard down completely.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Connor_Empowermant_1.wav,Empowermant,medium,,0.34,6.0,"With this technology, I feel unstoppable as if I can accomplish things I only dreamed of before."
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Connor_EmpathySecondary_1.wav,EmpathySecondary,medium,,0.5,2.99,"I feel your pain, you don't have to go through this alone."
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Connor_Saudade_2.wav,Saudade,medium,,0.71,8.38,"Sometimes I can almost feel the warmth of your hand in mind, even though you've been gone for so long."
Jayson,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Jayson_CalmnessPrimary_1.wav,CalmnessPrimary,medium,,0.54,5.08,It's peaceful here. I feel so grounded and at ease.
Jayson,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Jayson_Pride(SelfWorthAccomplishment)_1.wav,Pride(SelfWorthAccomplishment),medium,,0.64,4.94,I'm really proud of myself. This accomplishment means a lot.
Edward,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Edward_SadnessPrimary_2.wav,SadnessPrimary,medium,,0.09,6.39,I just can't stop thinking about it. You just... You still hurt so much.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Connor_AwePrimary82_1.wav,AwePrimary82,medium,,0.29,3.61,This is incredible. I've never seen anything like it before.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Connor_Saudade_1.wav,Saudade,medium,,0.79,7.94,"Sometimes I can almost feel the warmth of your hand in mine, even though you've been gone for so long."
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Connor_Hygge_2.wav,Hygge,medium,,0.47,5.42,"wrapped in a warm blanket by the fire, the world feels safe and serene."
Edward,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Edward_CuriositySecondary_1.wav,CuriositySecondary,medium,,0.04,2.85,I can't stop thinking about this. I need to figure it out.
Jayson,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Jayson_Relief(HappinessEase)_1.wav,Relief(HappinessEase),medium,,0.72,4.64,What a huge weight off my shoulders. I can breathe again.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Connor_Sehnsucht176_2.wav,Sehnsucht176,medium,,0.92,5.39,There's something I'm searching for and something I can't quite define.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Connor_LovePrimary_2.wav,LovePrimary,medium,,0.86,4.45,You have my heart. I'm so lucky to have you in my life.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Connor_Eunoia156_1.wav,Eunoia156,medium,,0.37,4.65,"Let's approach this with kindness and understanding, for that's how we'll succeed together."
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Connor_Enouement120_1.wav,Enouement120,medium,,0.47,7.63,"If only I could go back and tell myself that everything would be okay, though perhaps I needed to learn it for myself."
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Connor_Shh_2.wav,Shh,medium,,0.23,2.27,"Shhh, let's keep this between us."
Jayson,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Jayson_Regret(SadnessReflection)_1.wav,Regret(SadnessReflection),medium,,0.48,4.37,I can't stop thinking about what I did. I really messed up.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Connor_GuiltSecondary#29_2.wav,GuiltSecondary#29,medium,,0.65,3.63,I can't shake the feeling. I know I hurt them deeply.
Edward,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Edward_JoyPrimary_2.wav,JoyPrimary,medium,,0.18,4.42,Oh wow! This is such great news. I can't even stop smiling.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Connor_GuiltSecondary#29_1.wav,GuiltSecondary#29,medium,,0.67,3.25,I can't shake the feeling. I know I hurt them deeply.
Edward,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Edward_SadnessPrimary_3.wav,SadnessPrimary,medium,,0.22,4.87,"I can't stop thinking about it. It just... You know, it's so much."
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Connor_Limerence_1.wav,Limerence,medium,,0.42,4.96,"Every thought circles back to you, no matter how hard I try to focus on something else."
Jayson,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Jayson_Embarrassment(SadnessDiscomfort)_1.wav,Embarrassment(SadnessDiscomfort),medium,,0.54,4.03,I can't believe I just did that. I'm so embarrassed.
Jayson,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Jayson_Disappointment(SadnessExpectation)_1.wav,Disappointment(SadnessExpectation),medium,,0.43,4.36,This is hard to accept. I expected so much more.
Jayson,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Jayson_Suspicion(DistrustApprehension)_1.wav,Suspicion(DistrustApprehension),medium,,0.48,4.49,Something doesn't feel right. I need to dig deeper into this.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Connor_Komorebi_2.wav,Komorebi,medium,,0.58,4.65,"The light dances through the trees, pinning patterns of warmth on the ground."
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Connor_PrideSecondary89_2.wav,PrideSecondary89,medium,,0.51,3.69,I'm really proud of myself. This accomplishment means a lot.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Connor_Nikhedonia155_1.wav,Nikhedonia155,medium,,0.37,4.5,I can already see myself crossing the finish line in a feels incredible.
